price,title,province,location,lat,lng,characteristics,agency,updated,numeric_data
A consultar,Casa adosada en venta en Ferreira (Santa Maria) (Valadouro, O),Ferreira (Santa Maria) (Valadouro, O) (O Valadouro),43.548613604,-7.441159792,['Superficie construida : 208 m²', 'Superficie útil : 174 m²', 'Habitaciones : 4', 'Baños : 2', 'Tipo de casa : Adosada', 'Antigüedad : Menos de 5 años', 'Conservación : A estrenar', 'Referencia : 6233212', 'Tipo suelo : Tarima flotante', 'Garaje : 2', 'Piscina : Comunitaria', 'Orientación : Sur'],cecilio fernandez casabella,1390518120.0,{'timestamp': '1698568481642837', 'soft_url': 'casa_adosada_ferreira_santa_maria_valadouro_o_945856908042630_109800_'}
38.000 €,Finca rústica en venta en Foz,Foz (Casco Urbano) (Foz),43.624204289,-7.335662831,['Superficie construida : 1.052 m²', 'Superficie solar : 1.052 m²', 'Referencia : PA85-I000359-S001034', 'Clasificación:  Exento', 'Pedir más información'],Inmuebles de ROBERTO & IÑAKI,1673996880.0,{'timestamp': '1698568486528451', 'soft_url': 'finca_rustica_foz_casco_urbano_35022055218_106900_'}
325.000 €,Casa adosada en venta en Calle de Méndez San Julián,Calle de Méndez San Julián. Ribadeo,43.5373079251778,-7.03750973362643,['Superficie construida : 290 m²', 'Superficie útil : 290 m²', 'Habitaciones : 6', 'Baños : 3', 'Tipo de casa : Adosada', 'Conservación : En buen estado', 'Referencia : 4516559-2263', 'Amueblado', 'Tipo suelo : Gres', 'Calefacción : Eléctrica', 'Cocina equipada', 'Garaje : Más de 2', 'Terraza', 'Orientación : Este', 'Urbanizado', 'Calle alumbrada', 'Calle asfaltada', 'Clasificación:  En trámite', 'Pedir más información'],Inmuebles de INMORIBA,1674688200.0,{'timestamp': '1698568546454341', 'soft_url': 'casa_adosada_ribadeo_centro_urbano_21692489456_516559_'}
170.000 €,Casa en venta en Calle del Padre Sarmiento,Calle del Padre Sarmiento. Ribadeo,43.537338732,-7.040670204,['Superficie construida : 190 m²', 'Superficie útil : 170 m²', 'Habitaciones : 4', 'Baños : 3', 'Conservación : En buen estado', 'Referencia : SA492-136084', 'Armarios empotrados : 1', 'Cocina', 'Orientación : Sur', 'Clasificación:  Disponible', 'Emisiones:   A B C D E F G', 'Pedir más información'],Inmuebles de Housell,1674515400.0,{'timestamp': '1698568551929999', 'soft_url': 'casa_ribadeo_centro_urbano_31742990312_100500_'}
130.000 €,Chalet en venta en Calle Nombre de Lugar Sasdónigas 1, nº 1,Calle Nombre de Lugar Sasdónigas 1, nº 1. Os Remedios (Nosa Señora Dos Remedios) (Mondoñedo),43.3919578,-7.4195714,['Superficie construida : 335 m²', 'Superficie útil : 335 m²', 'Habitaciones : 4', 'Superficie solar : 7.057 m²', 'Baños : 1', 'Antigüedad : Más de 50 años', 'Referencia : EP505-19214', 'Calefacción', 'Garaje', 'Jardín', 'Clasificación:  Disponible', 'Emisiones:  66 Kg CO2/m2 año  A B C D E F G'],Inmuebles de IAD ESPAÑA,1673046540.0,{'timestamp': '1698568557518229', 'soft_url': 'chalet_os_remedios_nosa_senora_dos_remedios_35087863147_109300_'}
139.000 €,Piso en venta en Mariña Central,Foz (Casco Urbano) (Foz),43.567166724,-7.259245701,['Superficie construida : 119 m²', 'Superficie útil : 119 m²', 'Habitaciones : 4', 'Baños : 2', 'Antigüedad : Entre 30 y 50 años', 'Referencia : UVC388-13709', 'Garaje', 'Ascensor', 'Terraza', 'Clasificación:  Disponible', 'Emisiones:  20 Kg CO2/m2 año  A B C D E F G'],Inmuebles de Xavier Lechenault,1674083400.0,{'timestamp': '1698568562731059', 'soft_url': 'piso_foz_casco_urbano_26684308017_108700_'}
135.000 €,Piso en venta en Avenida de Galicia, 10,Avenida de Galicia, 10. Ribadeo,43.5364968,-7.0462322,['Superficie construida : 149 m²', 'Superficie útil : 115 m²', 'Habitaciones : 4', 'Baños : 2', 'Planta : 2ª', 'Antigüedad : Entre 20 y 30 años', 'Conservación : En buen estado', 'Referencia : 19233061', 'Armarios empotrados : 2', 'Tipo suelo : Parquet', 'Vidrios dobles', 'Carpintería exterior : Aluminio', 'Calefacción : Eléctrica', 'Cocina equipada', 'Lavadero', 'Trastero', 'Ascensor', 'Terraza', 'Orientación : Sur', 'Soleado', 'Clasificación:  Disponible', 'Emisiones:  52 Kg CO2/m2 año  A B C D E F G'],jose barcia rodríguez,1674947340.0,{'timestamp': '1698568567994632', 'soft_url': 'piso_ribadeo_centro_urbano_945856909977257_109800_'}
148.000 €,Piso en venta en Avenida de Viveiro, 53, cerca de Calle de Francia,Avenida de Viveiro, 53, cerca de Calle de Francia. Foz (Casco Urbano) (Foz),43.57424,-7.2648463,['Superficie útil : 58 m²', 'Habitaciones : 2', 'Baños : 1', 'Planta : 4ª', 'Antigüedad : Menos de 5 años', 'Conservación : En buen estado', 'Gastos de comunidad : Entre 20 y 40 €', 'Referencia : 9602128', 'Amueblado', 'Armarios empotrados : 2', 'Tipo suelo : Tarima flotante', 'Vidrios dobles', 'Carpintería exterior : PVC', 'Cocina equipada', 'Garaje : 1', 'Trastero', 'Puerta blindada', 'Ascensor', 'Balcón', 'Orientación : Al mar', 'Soleado', 'Clasificación:  Disponible', 'Emisiones:  53 Kg CO2/m2 año  A B C D E F G'],valentin,1675033680.0,{'timestamp': '1698568573790991', 'soft_url': 'piso_foz_casco_urbano_945856908850952_109800_'}
26.000 €,Chalet en venta en Vieiro (San Cipriano) (Vivero),Vieiro (San Cipriano) (Vivero) (Viveiro),43.66780676,-7.590294565,['Superficie construida : 185 m²', 'Habitaciones : 2', 'Baños : 1', 'Referencia : SA3813-2049547', 'Orientación : Sur', 'Clasificación:  Disponible', 'Emisiones:   A B C D E F G', 'Pedir más información'],Inmuebles de Topbrokers,1674255780.0,{'timestamp': '1698568579193425', 'soft_url': 'chalet_vieiro_san_cipriano_vivero_23383783294_100500_'}
83.900 €,Piso en venta en Calle de Pascual Veiga, 24,Calle de Pascual Veiga, 24. Foz (Casco Urbano) (Foz),43.56876,-7.2537074,['Superficie construida : 51 m²', 'Superficie útil : 44 m²', 'Habitaciones : 2', 'Baños : 1', 'Planta : 2ª', 'Antigüedad : Entre 5 y 10 años', 'Conservación : En buen estado', 'Referencia : 15606444', 'Amueblado', 'Armarios empotrados : 2', 'Tipo suelo : Parquet', 'Vidrios dobles', 'Carpintería exterior : Aluminio', 'Calefacción : Eléctrica', 'Cocina equipada', 'Garaje : 1', 'Trastero', 'Puerta blindada', 'Ascensor', 'Adaptado a personas con movilidad reducida', 'Orientación : Suroeste', 'Soleado', 'Clasificación:  En trámite', 'Pedir más información'],aparsago,1673046540.0,{'timestamp': '1698568585033623', 'soft_url': 'piso_foz_casco_urbano_945856909722566_109800_'}
100.000 €,Apartamento en venta en Avenida de la Mariña, 20,Avenida de la Mariña, 20. Lieiro (San Cibrao) (Cervo),43.694805456,-7.442304543,['Superficie construida : 65 m²', 'Superficie útil : 55 m²', 'Habitaciones : 1', 'Baños : 1', 'Planta : 2ª', 'Antigüedad : Entre 10 y 20 años', 'Conservación : En buen estado', 'Gastos de comunidad : Entre 20 y 40 €', 'Referencia : 3185452', 'Amueblado', 'Armarios empotrados : 1', 'Tipo suelo : Parquet', 'Vidrios dobles', 'Carpintería exterior : Pvc', 'Agua', 'Luz : Otra compañía', 'Gas : Sin gas', 'Calefacción : Eléctrica', 'Cocina equipada', 'Comedor', 'Garaje : 1', 'Trastero', 'Portero automático', 'Puerta blindada', 'Ascensor', 'Adaptado a personas con movilidad reducida', 'Orientación : Norte', 'Soleado', 'Clasificación:  En trámite', 'Pedir más información'],Maite,1642288140.0,{'timestamp': '1698568590636703', 'soft_url': 'apartamento_lieiro_san_cibrao_945856907001853_109800_'}
131.000 €,Dúplex en venta en Calle Fenández del Riego,  7,Calle Fenández del Riego,  7. Lourenzá,43.4720149,-7.2980729,['Superficie construida : 102 m²', 'Habitaciones : 3', 'Baños : 3', 'Conservación : A estrenar', 'Referencia : 4991407-9443556', 'Garaje', 'Trastero', 'Ascensor', 'Terraza', 'Clasificación:  Disponible', 'Emisiones:  43 Kg CO2/m2 año  A B C D E F G'],Inmuebles de CONSTRUCCIONES EMERITO CABALEIRO S.L.,1674860760.0,{'timestamp': '1698568595939925', 'soft_url': 'duplex_lourenza_centro_urbano_6229744887_109700_'}
190.000 €,Casa pareada en venta en Viveiro - Lugo,Viveiro (Casco Urbano) (Viveiro),43.643035918,-7.60196979,['Superficie construida : 275 m²', 'Superficie útil : 250 m²', 'Habitaciones : 5', 'Baños : 3', 'Tipo de casa : Pareada', 'Conservación : A reformar', 'Gastos de comunidad', 'Referencia : AF15-1725/765', 'Garaje', 'Puerta blindada', 'Trastero', 'Clasificación:  Pendiente de completar', 'Consumo:  196  Kwh/m2 año  A B C D E F G', 'Emisiones:  41,50 Kg CO2/m2 año'],Inmuebles de Alfa Acacias,1674774600.0,{'timestamp': '1698568601428438', 'soft_url': 'casa_pareada_viveiro_casco_urbano_25099124256_101000_'}
275.000 €,Casa en venta en Viveiro (Casco Urbano),Viveiro (Casco Urbano) (Viveiro),43.66780676,-7.590294565,['Superficie construida : 65 m²', 'Superficie útil : 60 m²', 'Superficie solar : 1.623 m²', 'Habitaciones : 3', 'Baños : 1', 'Antigüedad : Más de 50 años', 'Conservación : A reformar', 'Referencia : 4521905-C036V', 'Carpintería exterior : Aluminio', 'Tipo suelo : Terrazo', 'Teléfono', 'Cocina equipada', 'Comedor', 'Lavadero', 'Sistema de seguridad', 'Terraza', 'Jardín : Propio', 'Urbanizado', 'Calle alumbrada', 'Calle asfaltada', 'Se aceptan mascotas', 'Clasificación:  En trámite', 'Pedir más información'],Inmuebles de EquipoCasa,1674774600.0,{'timestamp': '1698568607034322', 'soft_url': 'casa_viveiro_casco_urbano_36690011629_521905_'}
230.000 €,Casa en venta en Cervo,Cervo (Resto Parroquia) (Cervo),43.669391239,-7.406819454,['Superficie construida : 283 m²', 'Superficie solar : 3.000 m²', 'Habitaciones : 3', 'Baños : 1', 'Conservación : En buen estado', 'Referencia : IF7091-CE0010', 'Amueblado', 'Calefacción : Gas natural', 'Cocina', 'Garaje : 1', 'Trastero', 'Orientación : A la montaña', 'Clasificación:  En trámite', 'Pedir más información'],Inmuebles de INMOBILIARIA VIVEIRO,1674429000.0,{'timestamp': '1698568612807114', 'soft_url': 'casa_cervo_resto_parroquia_38398085982_101800_'}
90.000 €,Piso en venta en Calle Alexandre Bóveda, 1,Calle Alexandre Bóveda, 1. Foz (Casco Urbano) (Foz),43.56891,-7.25704,['Superficie construida : 70 m²', 'Habitaciones : 3', 'Baños : 1', 'Planta : 3ª', 'Exterior', 'Antigüedad : Entre 20 y 30 años', 'Conservación : En buen estado', 'Gastos de comunidad : Entre 20 y 40 €', 'Referencia : 20292420', 'Amueblado', 'Armarios empotrados : 2', 'Calefacción : Gas natural', 'Cocina equipada', 'Garaje : 1', 'Trastero', 'Sistema de seguridad', 'Ascensor', 'Balcón', 'Soleado', 'Clasificación:  En trámite', 'Pedir más información'],Julio,1673737680.0,{'timestamp': '1698568618667999', 'soft_url': 'piso_foz_casco_urbano_36749289694_109800_'}
75.000 €,Piso en venta en Calle Fenández del Riego,  7,Calle Fenández del Riego,  7. Lourenzá,43.4720149,-7.2980729,['Superficie construida : 99 m²', 'Habitaciones : 2', 'Baños : 1', 'Conservación : A estrenar', 'Referencia : 4991407-9443545', 'Calefacción', 'Cocina', 'Garaje', 'Trastero', 'Ascensor', 'Terraza', 'Clasificación:  Disponible', 'Emisiones:  43 Kg CO2/m2 año  A B C D E F G'],Inmuebles de CONSTRUCCIONES EMERITO CABALEIRO S.L.,1674860760.0,{'timestamp': '1698568624252802', 'soft_url': 'piso_lourenza_centro_urbano_6259336972_109700_'}
A consultar,Dúplex en venta en Calle Fenández del Riego,  7,Calle Fenández del Riego,  7. Lourenzá,43.4720149,-7.2980729,['Superficie construida : 98 m²', 'Habitaciones : 3', 'Baños : 3', 'Conservación : A estrenar', 'Referencia : 4991407-9443558', 'Garaje', 'Trastero', 'Ascensor', 'Terraza', 'Clasificación:  Disponible', 'Emisiones:  43 Kg CO2/m2 año  A B C D E F G'],Inmuebles de CONSTRUCCIONES EMERITO CABALEIRO S.L.,1674860760.0,{'timestamp': '1698568629564618', 'soft_url': 'duplex_lourenza_centro_urbano_6293945550_109700_'}
112.000 €,Piso en venta en Carretera Gral San Cosme, nº 1B,Carretera Gral San Cosme, nº 1B. Benquerencia (Barreiros),43.5475,-7.20694,['Superficie útil : 60 m²', 'Habitaciones : 2', 'Baños : 1', 'Planta : 2ª', 'Antigüedad : Entre 5 y 10 años', 'Conservación : En buen estado', 'Referencia : 19420642', 'Amueblado', 'Tipo suelo : Tarima flotante', 'Vidrios dobles', 'Carpintería exterior : Pvc', 'Agua', 'Calefacción : Eléctrica', 'Cocina equipada', 'Comedor', 'Lavadero', 'Garaje : 1', 'Trastero', 'Portero automático', 'Puerta blindada', 'Ascensor', 'Balcón', 'Jardín : Comunitario', 'Piscina : Comunitaria', 'Orientación : Noreste', 'Soleado', 'Clasificación:  Disponible', 'Emisiones:  36 Kg CO2/m2 año  A B C D E F G'],Pinucho,1642374720.0,{'timestamp': '1698568636282991', 'soft_url': 'piso_barreiros_benquerencia_945856909986081_109800_'}
116.000 €,Casa unifamiliar en venta en Rúa do Chao, 2,Rúa do Chao, 2. Cillero (Santiago) (Vivero) (Viveiro),43.6765081,-7.5874082,['Superficie construida : 260 m²', 'Superficie útil : 260 m²', 'Superficie solar : 197 m²', 'Habitaciones : 4', 'Baños : 1', 'Tipo de casa : Unifamiliar', 'Antigüedad : Más de 50 años', 'Conservación : En buen estado', 'Referencia : 19553564', 'Amueblado', 'Tipo suelo : Gres', 'Calefacción : Gasoil', 'Cocina equipada', 'Lavadero', 'Garaje : 1', 'Orientación : Sur', 'Clasificación:  En trámite', 'Pedir más información'],simon,1674947280.0,{'timestamp': '1698568642347344', 'soft_url': 'casa_unifamiliar_cillero_santiago_vivero_945856909991853_109800_'}
210.000 €,Casa en venta en Calle San Miguel de Cubelas,Calle San Miguel de Cubelas. Ribadeo,43.4989,-7.12838,['Superficie construida : 321 m²', 'Superficie útil : 300 m²', 'Superficie solar : 14.000 m²', 'Habitaciones : 5', 'Baños : 3', 'Referencia : SA2894-AOLAR00162/8085', 'Amueblado', 'Armarios empotrados : 1', 'Agua', 'Teléfono', 'Calefacción : Gasoil', 'Chimenea', 'Comedor', 'Garaje : 1', 'Trastero', 'Clasificación:  No indicado', 'Pedir más información'],Inmuebles de AOLAR,1674429000.0,{'timestamp': '1698568648403709', 'soft_url': 'casa_ribadeo_centro_urbano_14232332590_100500_'}
200.000 €,Casa en venta en Ourol,Ourol (Casco Urbano) (Ourol),43.5652,-7.64183,['Superficie construida : 355 m²', 'Superficie solar : 6.600 m²', 'Habitaciones : 8', 'Baños : 4', 'Conservación : En buen estado', 'Referencia : IF7091-OR0002', 'Amueblado', 'Garaje : 1', 'Trastero', 'Orientación : A la montaña', 'Clasificación:  En trámite', 'Pedir más información'],Inmuebles de INMOBILIARIA VIVEIRO,1673651400.0,{'timestamp': '1698568653325487', 'soft_url': 'casa_ourol_casco_urbano_38362462620_101800_'}
85.000 €,Casa en venta en Viveiro,Viveiro (Casco Urbano) (Viveiro),43.6795329,-7.5909535,['Superficie construida : 433 m²', 'Superficie solar : 94 m²', 'Habitaciones : 4', 'Baños : 2', 'Referencia : SA2936-JMR2301/7084', 'Garaje : 1', 'Clasificación:  Disponible', 'Emisiones:   A B C D E F G', 'Pedir más información'],Inmuebles de UMBRA,1674688200.0,{'timestamp': '1698568658550649', 'soft_url': 'casa_viveiro_casco_urbano_35924277208_100500_'}
250.000 €,Chalet en venta en Mariña Central,Nois (Foz),43.615394,-7.3120379,['Superficie construida : 350 m²', 'Superficie útil : 350 m²', 'Habitaciones : 7', 'Superficie solar : 2.069 m²', 'Baños : 3', 'Antigüedad : Entre 20 y 30 años', 'Referencia : UVC388-11089', 'Clasificación:  Disponible', 'Emisiones:  59 Kg CO2/m2 año  A B C D E F G'],Inmuebles de Xavier Lechenault,1674083400.0,{'timestamp': '1698568663409387', 'soft_url': 'chalet_nois_23355961083_108700_'}
130.000 €,Casa en venta en Calle de Teodoro de Quirós,Calle de Teodoro de Quirós. Vieiro (San Cipriano) (Vivero) (Viveiro),43.661973723,-7.595312348,['Superficie construida : 90 m²', 'Habitaciones : 4', 'Baños : 1', 'Conservación : A reformar', 'Referencia : INB337-VIVEIRO002', 'Clasificación:  En trámite', 'Pedir más información'],Inmuebles de CASA AL COSTE,1673305800.0,{'timestamp': '1698568668966191', 'soft_url': 'casa_vieiro_san_cipriano_vivero_38341512368_103800_'}
110.000 €,Apartamento en venta en Avenida Valle Inclán,Avenida Valle Inclán. Foz (Casco Urbano) (Foz),43.566155371,-7.256448698,['Superficie construida : 56 m²', 'Superficie útil : 49 m²', 'Habitaciones : 2', 'Baños : 1', 'Planta : 4ª', 'Exterior', 'Antigüedad : Entre 5 y 10 años', 'Conservación : A estrenar', 'Gastos de comunidad : Entre 20 y 40€', 'Referencia : 4992378-PISO PUERTO DEPORTIVO', 'Tipo suelo : Tarima flotante', 'Carpintería exterior : PVC', 'Calefacción : Eléctrica', 'Garaje : 1', 'Ascensor', 'Orientación : Suroeste', 'Soleado', 'Clasificación:  En trámite', 'Pedir más información'],Inmuebles de ALQUICALZADA,1673650920.0,{'timestamp': '169856867425994', 'soft_url': 'apartamento_foz_casco_urbano_23417983539_992378_'}
250.000 €,Casa en venta en Vieiro (San Cipriano) (Vivero),Vieiro (San Cipriano) (Vivero) (Viveiro),43.662113271,-7.593918486,['Superficie construida : 334 m²', 'Superficie útil : 320 m²', 'Habitaciones : 5', 'Baños : 2', 'Referencia : WTC53-46-252-4869', 'Amueblado : No', 'Chimenea : No', 'Lavadero : No', 'Garaje : No', 'Puerta blindada : No', 'Trastero : No', 'Adaptado a personas con movilidad reducida : No', 'Terraza : No', 'Urbanizado : No', 'No se aceptan mascotas', 'Clasificación:  Disponible', 'Emisiones:   A B C D E F G', 'Pedir más información'],Inmuebles de Habitale Riba-roja,1674429000.0,{'timestamp': '169856867951798', 'soft_url': 'casa_vieiro_san_cipriano_vivero_30885163728_100900_'}
94.000 €,Apartamento en venta en Calle Urbanización Costa Reinante,Calle Urbanización Costa Reinante. Reinante (San Miguel) (Barreiros),43.544118645,-7.192004485,['Superficie construida : 70 m²', 'Superficie útil : 60 m²', 'Habitaciones : 2', 'Baños : 1', 'Planta : 3ª', 'Exterior', 'Conservación : En buen estado', 'Referencia : 4516559-367', 'Amueblado', 'Armarios empotrados : 2', 'Calefacción : Eléctrica', 'Cocina equipada : Amueblaa', 'Garaje', 'Trastero', 'Portero automático', 'Ascensor', 'Adaptado a personas con movilidad reducida', 'Terraza : Con vistas al mar', 'Orientación : Norte', 'Soleado', 'Clasificación:  En trámite', 'Pedir más información'],Inmuebles de INMORIBA,1674688200.0,{'timestamp': '1698568685268774', 'soft_url': 'apartamento_reinante_san_miguel_32540751726_516559_'}
A consultar,Piso en venta en Calle del Acceso, 19,Calle del Acceso, 19. Cervo (Resto Parroquia) (Cervo),43.6811262691272,-7.43558092768205,['Superficie construida : 88 m²', 'Superficie útil : 80 m²', 'Habitaciones : 3', 'Baños : 1', 'Planta : 2ª', 'Exterior', 'Antigüedad : Entre 20 y 30 años', 'Conservación : Reformado', 'Gastos de comunidad : Entre 20 y 40 €', 'Referencia : 20213635', 'Amueblado', 'Armarios empotrados : Más de 2', 'Tipo suelo : Terrazo', 'Vidrios dobles', 'Carpintería exterior : Aluminio', 'Calefacción : Eléctrica', 'Cocina equipada', 'Lavadero', 'Garaje : 1', 'Terraza', 'Piscina : Comunitaria', 'Orientación : Sur', 'Soleado', 'Clasificación:  En trámite', 'Pedir más información'],Sandra,1673910420.0,{'timestamp': '1698568691007402', 'soft_url': 'piso_cervo_resto_parroquia_35851310681_109800_'}
